Marital,Mode,Order,Course,Attendance,Qualification,Nationality,Mother-Q,Father-Q,Mother-O,Father-O,Displaced,Need,Debtor,Fee,Gender,Scholarship,Age,1st,2nd,Unemployment,Inflation,GDP,Target
1 ,8 ,1 ,3 ,0 ,1 ,1 ,19 ,24 ,1 ,1 ,0 ,0 ,0 ,1 ,0 ,0 ,24 ,6 ,6 ,7.6 ,2.6 ,0.32 ,1 
1 ,1 ,1 ,10 ,1 ,1 ,1 ,22 ,27 ,5 ,5 ,0 ,0 ,0 ,1 ,0 ,0 ,21 ,6 ,6 ,10.8 ,1.4 ,1.74 ,1 
1 ,1 ,1 ,10 ,1 ,1 ,1 ,1 ,1 ,4 ,4 ,1 ,0 ,0 ,1 ,0 ,1 ,20 ,6 ,6 ,11.1 ,0.6 ,2.02 ,1 
1 ,12 ,1 ,11 ,1 ,1 ,1 ,13 ,14 ,5 ,8 ,0 ,0 ,1 ,0 ,0 ,1 ,28 ,6 ,5 ,13.9 ,-0.3 ,0.79 ,0 
1 ,1 ,2 ,16 ,1 ,1 ,1 ,22 ,14 ,10 ,9 ,1 ,0 ,0 ,1 ,0 ,0 ,21 ,6 ,6 ,7.6 ,2.6 ,0.32 ,1 
1 ,13 ,1 ,4 ,1 ,1 ,1 ,3 ,2 ,3 ,7 ,0 ,0 ,0 ,0 ,1 ,0 ,36 ,0 ,0 ,16.2 ,0.3 ,-0.92 ,0 
2 ,12 ,1 ,17 ,0 ,1 ,1 ,22 ,27 ,10 ,10 ,0 ,0 ,0 ,0 ,1 ,0 ,42 ,0 ,0 ,12.7 ,3.7 ,-1.70 ,0 
2 ,12 ,1 ,17 ,0 ,1 ,1 ,22 ,27 ,10 ,8 ,0 ,0 ,0 ,1 ,1 ,0 ,47 ,4 ,5 ,7.6 ,2.6 ,0.32 ,0 
1 ,12 ,1 ,7 ,1 ,1 ,1 ,1 ,28 ,5 ,8 ,0 ,0 ,0 ,0 ,1 ,0 ,25 ,0 ,0 ,9.4 ,-0.8 ,-3.12 ,0 
1 ,12 ,1 ,14 ,1 ,9 ,1 ,1 ,27 ,4 ,6 ,0 ,0 ,0 ,1 ,1 ,1 ,25 ,6 ,6 ,15.5 ,2.8 ,-4.06 ,1 
2 ,12 ,1 ,3 ,0 ,12 ,1 ,13 ,27 ,7 ,9 ,0 ,0 ,0 ,1 ,1 ,0 ,48 ,0 ,0 ,12.4 ,0.5 ,1.79 ,0 
1 ,14 ,1 ,17 ,0 ,1 ,1 ,23 ,28 ,10 ,8 ,0 ,0 ,0 ,1 ,1 ,1 ,32 ,10 ,10 ,10.8 ,1.4 ,1.74 ,1 
1 ,4 ,1 ,17 ,0 ,15 ,1 ,23 ,28 ,10 ,8 ,0 ,0 ,0 ,1 ,1 ,0 ,38 ,10 ,5 ,8.9 ,1.4 ,3.51 ,0 
1 ,4 ,1 ,10 ,1 ,15 ,1 ,22 ,27 ,6 ,6 ,0 ,0 ,0 ,1 ,1 ,0 ,37 ,15 ,9 ,15.5 ,2.8 ,-4.06 ,1 
1 ,12 ,2 ,9 ,1 ,1 ,1 ,22 ,27 ,10 ,10 ,0 ,0 ,0 ,0 ,1 ,0 ,26 ,1 ,1 ,10.8 ,1.4 ,1.74 ,0 
1 ,15 ,1 ,6 ,1 ,14 ,1 ,3 ,5 ,3 ,3 ,0 ,0 ,0 ,1 ,1 ,0 ,23 ,0 ,0 ,13.9 ,-0.3 ,0.79 ,0 
1 ,12 ,1 ,12 ,1 ,4 ,1 ,3 ,28 ,4 ,8 ,1 ,0 ,0 ,1 ,1 ,0 ,26 ,6 ,7 ,11.1 ,0.6 ,2.02 ,0 
1 ,14 ,1 ,3 ,0 ,3 ,1 ,7 ,7 ,12 ,12 ,0 ,0 ,0 ,1 ,0 ,0 ,26 ,10 ,7 ,7.6 ,2.6 ,0.32 ,1 
1 ,7 ,4 ,12 ,1 ,1 ,1 ,1 ,1 ,5 ,5 ,1 ,0 ,0 ,1 ,0 ,0 ,18 ,8 ,8 ,9.4 ,-0.8 ,-3.12 ,1 
1 ,4 ,1 ,12 ,1 ,3 ,1 ,22 ,27 ,8 ,8 ,1 ,0 ,0 ,1 ,0 ,0 ,27 ,7 ,7 ,12.7 ,3.7 ,-1.70 ,1 
6 ,8 ,3 ,3 ,0 ,1 ,1 ,13 ,1 ,6 ,12 ,0 ,0 ,0 ,0 ,0 ,0 ,24 ,0 ,0 ,10.8 ,1.4 ,1.74 ,0 
1 ,8 ,1 ,9 ,1 ,1 ,1 ,23 ,14 ,7 ,11 ,1 ,0 ,0 ,1 ,0 ,0 ,20 ,5 ,5 ,15.5 ,2.8 ,-4.06 ,1 
1 ,1 ,1 ,12 ,1 ,1 ,1 ,1 ,14 ,10 ,9 ,1 ,0 ,0 ,1 ,0 ,1 ,18 ,0 ,1 ,15.5 ,2.8 ,-4.06 ,0 
1 ,8 ,6 ,13 ,1 ,1 ,1 ,13 ,28 ,8 ,8 ,1 ,0 ,0 ,1 ,0 ,1 ,18 ,7 ,8 ,12.7 ,3.7 ,-1.70 ,1 
1 ,1 ,4 ,12 ,1 ,1 ,1 ,22 ,27 ,10 ,10 ,1 ,0 ,0 ,1 ,0 ,0 ,18 ,8 ,8 ,9.4 ,-0.8 ,-3.12 ,1 
1 ,13 ,3 ,12 ,1 ,1 ,1 ,1 ,1 ,5 ,5 ,1 ,0 ,0 ,1 ,0 ,1 ,19 ,8 ,8 ,9.4 ,-0.8 ,-3.12 ,1 
1 ,1 ,4 ,12 ,1 ,1 ,1 ,23 ,27 ,10 ,6 ,1 ,0 ,0 ,1 ,0 ,0 ,18 ,7 ,7 ,10.8 ,1.4 ,1.74 ,1 
1 ,4 ,0 ,4 ,1 ,3 ,1 ,1 ,27 ,5 ,10 ,1 ,0 ,0 ,1 ,0 ,0 ,23 ,17 ,12 ,15.5 ,2.8 ,-4.06 ,1 
1 ,1 ,2 ,10 ,1 ,1 ,1 ,13 ,14 ,5 ,8 ,1 ,0 ,0 ,1 ,0 ,1 ,21 ,5 ,5 ,13.9 ,-0.3 ,0.79 ,1 
1 ,1 ,3 ,12 ,1 ,1 ,1 ,23 ,28 ,6 ,8 ,1 ,0 ,0 ,1 ,0 ,1 ,18 ,7 ,8 ,16.2 ,0.3 ,-0.92 ,1 
1 ,1 ,1 ,16 ,1 ,1 ,1 ,19 ,27 ,10 ,10 ,1 ,0 ,1 ,0 ,0 ,0 ,20 ,3 ,1 ,10.8 ,1.4 ,1.74 ,0 
1 ,1 ,1 ,5 ,1 ,1 ,1 ,22 ,27 ,6 ,8 ,0 ,0 ,0 ,1 ,0 ,1 ,18 ,6 ,6 ,13.9 ,-0.3 ,0.79 ,1 
1 ,1 ,1 ,3 ,0 ,1 ,1 ,22 ,27 ,10 ,8 ,0 ,0 ,0 ,1 ,0 ,0 ,29 ,11 ,7 ,9.4 ,-0.8 ,-3.12 ,1 
1 ,12 ,1 ,15 ,1 ,7 ,1 ,23 ,1 ,6 ,5 ,1 ,0 ,0 ,1 ,1 ,0 ,28 ,3 ,1 ,7.6 ,2.6 ,0.32 ,0 
1 ,12 ,1 ,14 ,1 ,1 ,1 ,13 ,14 ,8 ,8 ,0 ,0 ,1 ,0 ,1 ,0 ,24 ,0 ,0 ,10.8 ,1.4 ,1.74 ,0 
1 ,12 ,1 ,2 ,1 ,1 ,1 ,22 ,27 ,10 ,8 ,0 ,0 ,1 ,1 ,1 ,1 ,33 ,0 ,0 ,15.5 ,2.8 ,-4.06 ,0 
1 ,8 ,1 ,9 ,1 ,1 ,1 ,13 ,27 ,6 ,8 ,1 ,0 ,0 ,0 ,1 ,0 ,19 ,2 ,1 ,9.4 ,-0.8 ,-3.12 ,0 
1 ,1 ,1 ,6 ,1 ,1 ,1 ,23 ,14 ,10 ,4 ,0 ,0 ,0 ,1 ,1 ,0 ,19 ,6 ,6 ,11.1 ,0.6 ,2.02 ,1 
4 ,12 ,1 ,3 ,0 ,1 ,1 ,22 ,27 ,8 ,8 ,0 ,0 ,0 ,1 ,1 ,0 ,37 ,8 ,7 ,12.7 ,3.7 ,-1.70 ,1 
1 ,1 ,1 ,2 ,1 ,1 ,1 ,23 ,27 ,10 ,9 ,1 ,0 ,1 ,0 ,1 ,1 ,18 ,0 ,0 ,12.7 ,3.7 ,-1.70 ,1 
2 ,12 ,1 ,12 ,1 ,13 ,1 ,22 ,27 ,10 ,4 ,0 ,0 ,0 ,1 ,1 ,0 ,37 ,7 ,8 ,13.9 ,-0.3 ,0.79 ,1 
1 ,12 ,1 ,12 ,1 ,1 ,1 ,22 ,27 ,10 ,10 ,0 ,0 ,0 ,1 ,1 ,0 ,36 ,0 ,0 ,12.4 ,0.5 ,1.79 ,0 
1 ,1 ,2 ,14 ,1 ,1 ,1 ,1 ,28 ,8 ,8 ,1 ,0 ,0 ,1 ,1 ,0 ,19 ,6 ,5 ,8.9 ,1.4 ,3.51 ,1 
1 ,13 ,1 ,12 ,1 ,1 ,1 ,13 ,1 ,10 ,4 ,1 ,0 ,0 ,1 ,1 ,1 ,33 ,14 ,14 ,9.4 ,-0.8 ,-3.12 ,1 
1 ,13 ,1 ,7 ,1 ,1 ,1 ,1 ,1 ,6 ,8 ,0 ,0 ,0 ,0 ,1 ,0 ,34 ,5 ,3 ,15.5 ,2.8 ,-4.06 ,0 
1 ,1 ,1 ,11 ,1 ,1 ,1 ,3 ,14 ,4 ,9 ,1 ,0 ,0 ,1 ,0 ,0 ,18 ,6 ,6 ,12.4 ,0.5 ,1.79 ,1 
1 ,15 ,1 ,8 ,1 ,14 ,1 ,3 ,1 ,3 ,5 ,1 ,0 ,0 ,1 ,0 ,0 ,20 ,0 ,0 ,12.4 ,0.5 ,1.79 ,0 
1 ,1 ,1 ,15 ,1 ,1 ,1 ,13 ,27 ,5 ,8 ,0 ,0 ,0 ,1 ,0 ,1 ,19 ,6 ,6 ,13.9 ,-0.3 ,0.79 ,1 
1 ,1 ,3 ,6 ,1 ,1 ,1 ,13 ,14 ,10 ,2 ,1 ,0 ,0 ,1 ,0 ,0 ,20 ,6 ,6 ,13.9 ,-0.3 ,0.79 ,1 
1 ,1 ,1 ,10 ,1 ,1 ,1 ,13 ,14 ,10 ,10 ,1 ,0 ,0 ,1 ,0 ,1 ,19 ,6 ,6 ,12.4 ,0.5 ,1.79 ,1 
1 ,1 ,4 ,12 ,1 ,1 ,1 ,13 ,14 ,10 ,10 ,1 ,0 ,0 ,1 ,0 ,0 ,19 ,6 ,6 ,12.4 ,0.5 ,1.79 ,1 
1 ,1 ,1 ,15 ,1 ,1 ,1 ,1 ,28 ,10 ,10 ,0 ,0 ,0 ,1 ,0 ,1 ,18 ,6 ,6 ,12.4 ,0.5 ,1.79 ,1 
1 ,1 ,1 ,16 ,1 ,1 ,1 ,23 ,27 ,10 ,10 ,0 ,0 ,0 ,1 ,0 ,1 ,19 ,6 ,6 ,12.7 ,3.7 ,-1.70 ,1 
1 ,12 ,1 ,12 ,1 ,1 ,1 ,13 ,1 ,2 ,12 ,1 ,0 ,1 ,0 ,0 ,0 ,31 ,5 ,5 ,7.6 ,2.6 ,0.32 ,0 
1 ,8 ,5 ,12 ,1 ,1 ,1 ,1 ,1 ,5 ,4 ,1 ,0 ,0 ,1 ,0 ,0 ,18 ,7 ,8 ,11.1 ,0.6 ,2.02 ,1 
1 ,1 ,1 ,10 ,1 ,1 ,1 ,1 ,14 ,10 ,10 ,0 ,0 ,1 ,1 ,0 ,1 ,19 ,3 ,4 ,10.8 ,1.4 ,1.74 ,1 
1 ,1 ,1 ,2 ,1 ,1 ,1 ,3 ,28 ,3 ,11 ,1 ,0 ,0 ,1 ,0 ,0 ,18 ,0 ,0 ,13.9 ,-0.3 ,0.79 ,1 
1 ,8 ,1 ,10 ,1 ,1 ,1 ,22 ,28 ,10 ,6 ,0 ,0 ,0 ,1 ,0 ,1 ,19 ,5 ,6 ,15.5 ,2.8 ,-4.06 ,1 
1 ,1 ,1 ,12 ,1 ,1 ,1 ,13 ,14 ,10 ,7 ,0 ,0 ,0 ,1 ,0 ,0 ,19 ,6 ,6 ,7.6 ,2.6 ,0.32 ,1 
2 ,4 ,1 ,3 ,0 ,3 ,1 ,22 ,24 ,1 ,1 ,0 ,0 ,0 ,1 ,0 ,0 ,30 ,9 ,7 ,7.6 ,2.6 ,0.32 ,1 
1 ,9 ,6 ,12 ,1 ,1 ,1 ,1 ,1 ,4 ,7 ,1 ,0 ,0 ,1 ,0 ,0 ,18 ,7 ,7 ,12.7 ,3.7 ,-1.70 ,1 
1 ,9 ,5 ,6 ,1 ,1 ,1 ,5 ,3 ,3 ,4 ,1 ,0 ,0 ,1 ,0 ,0 ,21 ,0 ,0 ,12.7 ,3.7 ,-1.70 ,0 
1 ,15 ,1 ,10 ,1 ,1 ,1 ,1 ,28 ,5 ,10 ,0 ,0 ,0 ,1 ,0 ,1 ,19 ,6 ,6 ,13.9 ,-0.3 ,0.79 ,1 
1 ,8 ,1 ,8 ,1 ,1 ,1 ,13 ,14 ,5 ,5 ,1 ,0 ,0 ,1 ,0 ,0 ,19 ,6 ,4 ,8.9 ,1.4 ,3.51 ,0 
1 ,1 ,2 ,14 ,1 ,1 ,1 ,1 ,14 ,5 ,8 ,1 ,0 ,0 ,1 ,0 ,1 ,19 ,6 ,5 ,8.9 ,1.4 ,3.51 ,1 
2 ,12 ,1 ,17 ,0 ,1 ,1 ,22 ,27 ,10 ,7 ,0 ,0 ,0 ,1 ,0 ,1 ,39 ,4 ,2 ,16.2 ,0.3 ,-0.92 ,1 
1 ,8 ,1 ,2 ,1 ,1 ,1 ,3 ,1 ,10 ,10 ,1 ,0 ,0 ,1 ,0 ,0 ,20 ,0 ,0 ,12.7 ,3.7 ,-1.70 ,0 
1 ,8 ,5 ,9 ,1 ,1 ,1 ,13 ,28 ,4 ,11 ,1 ,0 ,0 ,1 ,0 ,0 ,19 ,5 ,4 ,8.9 ,1.4 ,3.51 ,1 
1 ,12 ,1 ,6 ,1 ,1 ,1 ,13 ,14 ,8 ,8 ,1 ,0 ,0 ,1 ,0 ,0 ,24 ,6 ,5 ,13.9 ,-0.3 ,0.79 ,1 
2 ,14 ,1 ,9 ,1 ,1 ,1 ,13 ,27 ,8 ,11 ,0 ,0 ,0 ,1 ,0 ,0 ,34 ,12 ,11 ,7.6 ,2.6 ,0.32 ,1 
2 ,12 ,1 ,17 ,0 ,1 ,1 ,19 ,24 ,1 ,1 ,1 ,0 ,0 ,1 ,0 ,0 ,46 ,0 ,0 ,7.6 ,2.6 ,0.32 ,0 
1 ,12 ,1 ,17 ,0 ,1 ,1 ,22 ,27 ,10 ,6 ,0 ,0 ,0 ,0 ,0 ,0 ,37 ,0 ,0 ,15.5 ,2.8 ,-4.06 ,0 
1 ,1 ,2 ,6 ,1 ,1 ,1 ,23 ,14 ,5 ,10 ,1 ,0 ,0 ,1 ,0 ,0 ,18 ,6 ,6 ,8.9 ,1.4 ,3.51 ,1 
2 ,12 ,1 ,4 ,1 ,1 ,1 ,22 ,27 ,10 ,7 ,0 ,0 ,0 ,1 ,0 ,0 ,46 ,19 ,13 ,15.5 ,2.8 ,-4.06 ,1 
2 ,12 ,1 ,5 ,1 ,1 ,1 ,3 ,1 ,3 ,6 ,0 ,0 ,0 ,1 ,0 ,1 ,30 ,6 ,5 ,13.9 ,-0.3 ,0.79 ,1 
4 ,1 ,1 ,17 ,0 ,1 ,1 ,22 ,27 ,10 ,10 ,0 ,0 ,1 ,0 ,0 ,0 ,37 ,0 ,0 ,12.7 ,3.7 ,-1.70 ,0 
1 ,15 ,1 ,4 ,1 ,14 ,1 ,23 ,28 ,10 ,7 ,1 ,0 ,0 ,1 ,0 ,0 ,20 ,6 ,6 ,12.4 ,0.5 ,1.79 ,1 
2 ,12 ,2 ,13 ,1 ,9 ,1 ,19 ,24 ,13 ,13 ,0 ,0 ,0 ,1 ,0 ,0 ,39 ,1 ,0 ,11.1 ,0.6 ,2.02 ,0 
2 ,12 ,1 ,15 ,1 ,12 ,1 ,22 ,27 ,10 ,7 ,0 ,0 ,0 ,0 ,0 ,0 ,53 ,0 ,0 ,15.5 ,2.8 ,-4.06 ,0 
2 ,13 ,1 ,9 ,1 ,1 ,1 ,22 ,27 ,10 ,10 ,1 ,0 ,0 ,1 ,0 ,0 ,54 ,13 ,10 ,15.5 ,2.8 ,-4.06 ,0 
1 ,15 ,1 ,6 ,1 ,14 ,1 ,3 ,3 ,5 ,3 ,1 ,0 ,0 ,1 ,0 ,0 ,19 ,4 ,5 ,13.9 ,-0.3 ,0.79 ,1 
1 ,9 ,2 ,15 ,1 ,1 ,1 ,1 ,1 ,5 ,5 ,1 ,0 ,0 ,0 ,0 ,0 ,20 ,0 ,0 ,8.9 ,1.4 ,3.51 ,0 
1 ,1 ,3 ,15 ,1 ,1 ,1 ,1 ,27 ,5 ,6 ,1 ,0 ,1 ,1 ,0 ,0 ,18 ,6 ,6 ,8.9 ,1.4 ,3.51 ,1 
1 ,17 ,1 ,4 ,1 ,16 ,1 ,1 ,1 ,22 ,29 ,0 ,0 ,1 ,1 ,0 ,0 ,21 ,11 ,11 ,8.9 ,1.4 ,3.51 ,1 
1 ,9 ,3 ,5 ,1 ,1 ,1 ,1 ,1 ,6 ,4 ,1 ,0 ,0 ,1 ,0 ,0 ,18 ,6 ,6 ,13.9 ,-0.3 ,0.79 ,1 
1 ,1 ,1 ,12 ,1 ,1 ,1 ,13 ,14 ,10 ,11 ,1 ,0 ,1 ,1 ,0 ,0 ,19 ,0 ,0 ,11.1 ,0.6 ,2.02 ,0 
1 ,8 ,1 ,12 ,1 ,1 ,1 ,1 ,1 ,10 ,10 ,1 ,0 ,0 ,1 ,0 ,1 ,18 ,5 ,7 ,11.1 ,0.6 ,2.02 ,0 
1 ,1 ,1 ,15 ,1 ,1 ,1 ,1 ,3 ,4 ,4 ,1 ,0 ,0 ,1 ,0 ,0 ,19 ,6 ,6 ,11.1 ,0.6 ,2.02 ,1 
1 ,1 ,1 ,2 ,1 ,1 ,1 ,1 ,1 ,5 ,4 ,1 ,0 ,0 ,1 ,0 ,1 ,18 ,0 ,0 ,13.9 ,-0.3 ,0.79 ,0 
1 ,1 ,2 ,14 ,1 ,1 ,1 ,2 ,1 ,5 ,5 ,1 ,0 ,0 ,1 ,0 ,0 ,19 ,5 ,5 ,12.7 ,3.7 ,-1.70 ,1 
4 ,14 ,1 ,10 ,1 ,1 ,1 ,22 ,27 ,10 ,10 ,0 ,0 ,1 ,1 ,0 ,0 ,34 ,4 ,4 ,13.9 ,-0.3 ,0.79 ,1 
1 ,1 ,1 ,6 ,1 ,1 ,1 ,3 ,3 ,3 ,3 ,0 ,0 ,0 ,1 ,0 ,0 ,18 ,5 ,5 ,7.6 ,2.6 ,0.32 ,1 
2 ,12 ,1 ,3 ,0 ,1 ,1 ,22 ,27 ,10 ,10 ,0 ,0 ,0 ,1 ,0 ,0 ,50 ,6 ,6 ,10.8 ,1.4 ,1.74 ,1 
1 ,14 ,1 ,16 ,1 ,1 ,1 ,22 ,27 ,7 ,7 ,0 ,0 ,1 ,1 ,0 ,0 ,41 ,21 ,19 ,12.4 ,0.5 ,1.79 ,1 
1 ,8 ,2 ,15 ,1 ,1 ,1 ,1 ,1 ,6 ,6 ,1 ,0 ,0 ,1 ,0 ,1 ,22 ,5 ,5 ,7.6 ,2.6 ,0.32 ,0 
4 ,12 ,1 ,9 ,1 ,1 ,1 ,22 ,27 ,10 ,10 ,0 ,0 ,0 ,1 ,0 ,0 ,43 ,5 ,5 ,7.6 ,2.6 ,0.32 ,1 
2 ,12 ,1 ,3 ,0 ,12 ,1 ,3 ,14 ,12 ,12 ,0 ,0 ,0 ,1 ,0 ,0 ,50 ,0 ,0 ,10.8 ,1.4 ,1.74 ,0 
1 ,12 ,1 ,4 ,1 ,12 ,1 ,22 ,27 ,10 ,10 ,0 ,0 ,0 ,1 ,0 ,0 ,60 ,6 ,4 ,13.9 ,-0.3 ,0.79 ,1 
2 ,12 ,1 ,17 ,0 ,12 ,1 ,22 ,27 ,10 ,10 ,0 ,0 ,0 ,1 ,0 ,0 ,47 ,5 ,5 ,7.6 ,2.6 ,0.32 ,1 
1 ,1 ,1 ,2 ,1 ,3 ,1 ,3 ,3 ,3 ,3 ,0 ,0 ,0 ,1 ,0 ,0 ,22 ,17 ,17 ,11.1 ,0.6 ,2.02 ,1 
2 ,12 ,1 ,12 ,1 ,1 ,1 ,22 ,27 ,10 ,7 ,0 ,0 ,0 ,1 ,0 ,0 ,41 ,0 ,0 ,10.8 ,1.4 ,1.74 ,0 
5 ,13 ,1 ,11 ,1 ,2 ,1 ,22 ,27 ,5 ,10 ,0 ,0 ,0 ,1 ,0 ,0 ,32 ,13 ,13 ,10.8 ,1.4 ,1.74 ,1 
2 ,12 ,1 ,17 ,0 ,9 ,1 ,22 ,24 ,12 ,12 ,1 ,0 ,0 ,1 ,0 ,0 ,50 ,0 ,0 ,7.6 ,2.6 ,0.32 ,0 
2 ,13 ,1 ,16 ,1 ,1 ,1 ,22 ,27 ,5 ,8 ,0 ,0 ,0 ,1 ,0 ,0 ,34 ,11 ,8 ,12.7 ,3.7 ,-1.70 ,0 
4 ,12 ,1 ,3 ,0 ,1 ,1 ,23 ,27 ,6 ,8 ,0 ,0 ,0 ,1 ,0 ,0 ,45 ,4 ,3 ,16.2 ,0.3 ,-0.92 ,0 
4 ,12 ,1 ,3 ,0 ,12 ,1 ,22 ,27 ,10 ,8 ,0 ,0 ,0 ,1 ,0 ,1 ,47 ,5 ,4 ,12.4 ,0.5 ,1.79 ,1 
2 ,12 ,1 ,17 ,0 ,1 ,1 ,22 ,27 ,10 ,10 ,0 ,0 ,0 ,1 ,0 ,0 ,33 ,1 ,2 ,12.4 ,0.5 ,1.79 ,0 
2 ,12 ,1 ,3 ,0 ,1 ,1 ,22 ,27 ,10 ,10 ,0 ,0 ,0 ,1 ,0 ,1 ,43 ,6 ,6 ,8.9 ,1.4 ,3.51 ,1 
1 ,4 ,1 ,4 ,1 ,3 ,1 ,22 ,27 ,7 ,7 ,0 ,0 ,0 ,1 ,0 ,0 ,54 ,13 ,12 ,15.5 ,2.8 ,-4.06 ,1 
1 ,12 ,1 ,3 ,0 ,2 ,1 ,22 ,27 ,6 ,8 ,0 ,0 ,0 ,1 ,0 ,0 ,39 ,11 ,8 ,12.7 ,3.7 ,-1.70 ,1 
2 ,12 ,1 ,17 ,0 ,1 ,1 ,22 ,27 ,10 ,10 ,0 ,0 ,0 ,1 ,0 ,0 ,39 ,5 ,5 ,7.6 ,2.6 ,0.32 ,1 
1 ,1 ,1 ,16 ,1 ,1 ,1 ,13 ,27 ,10 ,10 ,0 ,0 ,0 ,1 ,0 ,1 ,18 ,6 ,6 ,15.5 ,2.8 ,-4.06 ,1 
1 ,8 ,1 ,10 ,1 ,1 ,1 ,22 ,27 ,10 ,8 ,0 ,0 ,0 ,1 ,0 ,1 ,19 ,6 ,6 ,16.2 ,0.3 ,-0.92 ,1 
1 ,8 ,4 ,14 ,1 ,1 ,1 ,23 ,14 ,10 ,7 ,1 ,0 ,0 ,1 ,0 ,1 ,18 ,6 ,5 ,8.9 ,1.4 ,3.51 ,1 
2 ,12 ,1 ,3 ,0 ,9 ,1 ,19 ,24 ,1 ,1 ,0 ,0 ,0 ,1 ,0 ,0 ,44 ,8 ,6 ,7.6 ,2.6 ,0.32 ,1 
1 ,12 ,1 ,17 ,0 ,1 ,1 ,3 ,1 ,4 ,10 ,0 ,0 ,0 ,1 ,0 ,0 ,27 ,0 ,0 ,12.4 ,0.5 ,1.79 ,0 
1 ,1 ,2 ,14 ,1 ,1 ,1 ,1 ,14 ,5 ,8 ,1 ,0 ,0 ,1 ,0 ,1 ,18 ,6 ,6 ,8.9 ,1.4 ,3.51 ,1 
2 ,14 ,1 ,3 ,0 ,1 ,1 ,19 ,24 ,1 ,1 ,0 ,0 ,0 ,1 ,0 ,0 ,45 ,9 ,6 ,9.4 ,-0.8 ,-3.12 ,0 
1 ,8 ,4 ,16 ,1 ,1 ,1 ,23 ,27 ,10 ,10 ,1 ,0 ,0 ,1 ,0 ,0 ,20 ,6 ,5 ,7.6 ,2.6 ,0.32 ,1 
2 ,1 ,1 ,3 ,0 ,1 ,1 ,22 ,27 ,10 ,10 ,0 ,0 ,0 ,1 ,0 ,0 ,40 ,6 ,6 ,10.8 ,1.4 ,1.74 ,1 
1 ,14 ,1 ,12 ,1 ,1 ,1 ,3 ,3 ,3 ,3 ,0 ,0 ,0 ,1 ,0 ,0 ,18 ,7 ,8 ,13.9 ,-0.3 ,0.79 ,1 
1 ,9 ,6 ,12 ,1 ,1 ,1 ,3 ,14 ,4 ,9 ,1 ,0 ,0 ,1 ,0 ,0 ,21 ,7 ,7 ,12.7 ,3.7 ,-1.70 ,1 
1 ,8 ,2 ,2 ,1 ,1 ,1 ,2 ,1 ,4 ,4 ,1 ,0 ,0 ,1 ,0 ,0 ,20 ,0 ,0 ,9.4 ,-0.8 ,-3.12 ,1 
2 ,4 ,1 ,3 ,0 ,3 ,1 ,13 ,14 ,5 ,5 ,0 ,0 ,0 ,1 ,0 ,0 ,27 ,0 ,0 ,9.4 ,-0.8 ,-3.12 ,0 
1 ,8 ,1 ,10 ,1 ,1 ,1 ,1 ,1 ,4 ,4 ,1 ,0 ,0 ,1 ,0 ,1 ,18 ,6 ,6 ,8.9 ,1.4 ,3.51 ,1 
1 ,12 ,1 ,3 ,0 ,1 ,1 ,22 ,27 ,10 ,8 ,0 ,0 ,0 ,1 ,0 ,0 ,37 ,4 ,3 ,16.2 ,0.3 ,-0.92 ,0 
1 ,8 ,1 ,15 ,1 ,1 ,1 ,3 ,1 ,3 ,4 ,1 ,0 ,0 ,1 ,0 ,0 ,19 ,6 ,6 ,10.8 ,1.4 ,1.74 ,1 
4 ,12 ,2 ,3 ,0 ,1 ,1 ,22 ,28 ,8 ,6 ,0 ,0 ,0 ,1 ,0 ,1 ,41 ,6 ,6 ,10.8 ,1.4 ,1.74 ,1 
2 ,1 ,4 ,12 ,1 ,1 ,1 ,1 ,27 ,5 ,10 ,0 ,0 ,0 ,1 ,0 ,1 ,18 ,6 ,6 ,7.6 ,2.6 ,0.32 ,1 
1 ,14 ,1 ,6 ,1 ,1 ,1 ,22 ,27 ,12 ,12 ,0 ,0 ,0 ,1 ,0 ,0 ,21 ,8 ,7 ,7.6 ,2.6 ,0.32 ,1 
1 ,15 ,1 ,4 ,1 ,1 ,1 ,1 ,14 ,4 ,10 ,1 ,0 ,1 ,0 ,0 ,0 ,23 ,5 ,4 ,12.4 ,0.5 ,1.79 ,0 
1 ,8 ,2 ,15 ,1 ,1 ,1 ,1 ,1 ,4 ,4 ,1 ,0 ,0 ,1 ,0 ,0 ,18 ,0 ,0 ,13.9 ,-0.3 ,0.79 ,0 
1 ,1 ,6 ,12 ,1 ,1 ,1 ,13 ,14 ,5 ,5 ,1 ,0 ,0 ,1 ,0 ,0 ,18 ,8 ,8 ,9.4 ,-0.8 ,-3.12 ,1 
1 ,14 ,4 ,6 ,1 ,1 ,1 ,19 ,24 ,13 ,13 ,0 ,0 ,0 ,1 ,0 ,0 ,21 ,0 ,0 ,7.6 ,2.6 ,0.32 ,0 
1 ,1 ,2 ,10 ,1 ,1 ,1 ,14 ,21 ,1 ,9 ,1 ,0 ,0 ,1 ,0 ,0 ,19 ,6 ,6 ,7.6 ,2.6 ,0.32 ,1 
6 ,12 ,2 ,9 ,1 ,1 ,1 ,22 ,27 ,10 ,10 ,0 ,0 ,0 ,1 ,0 ,0 ,47 ,0 ,0 ,9.4 ,-0.8 ,-3.12 ,0 
